id	GROUP	ct	SECONDARY	infoline	origin	perturb	lifestage	age	age.units	sex	type	COLOR	category	Project	Donor	name
BSS01177	Cancer	LNCAP_treated_with_10_nM_17b-hydroxy-5a-androstan-3-one_for_4_hours	Reproductive	PROSTATE ADENOCARCINOMA	LNCAP	10_nM_17b-hydroxy-5a-androstan-3-one_for_4_hours	unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS01178	Cancer	Loucy	Blood & T-cell	ACUTE LYMPHOBLASTIC LEUKEMIA			adult	38	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO732PDS	Loucy
BSS01179	Cancer	LoVo	Digestive	COLORECTAL ADENOCARCINOMA			adult	56	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO828APO	LoVo
BSS01180	Epithelial	lower_leg_skin_female_adult_(51_year)		SKIN LEG			adult	51	year	female	tissue	#FF9D0C	Primary Cell	ENCODE (New)	NA	NA
BSS01181	Epithelial	lower_leg_skin_female_adult_(53_years)		SKIN LEG			adult	53	year	female	tissue	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO793LXB	lower leg skin female adult (53 years)
BSS01182	Epithelial	lower_leg_skin_male_adult_(37_years)		SKIN LEG			adult	37	year	male	tissue	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO845WKR	lower leg skin male adult (37 years)
BSS01183	Epithelial	lower_leg_skin_male_adult_(54_years)		SKIN LEG			adult	54	year	male	tissue	#FF9D0C	Primary Cell	ENCODE (New)	NA	NA
BSS01185	Epithelial	luminal_epithelial_cell_of_mammary_gland_female_adult_(33_years)		MAMMARY LUMINAL EPITHELIAL CELL			adult	33	year	female	primary cell	#FF9D0C	Primary Cell	Roadmap (New)	ENCDO819SJC	luminal epithelial cell of mammary gland female adult (33 years)
BSS01186	Lung	lung_embryo_(101_day)		LUNG			embryonic	101	day	unknown/mixed	tissue	#D9D2E9	Tissue	Roadmap 2015	ENCDO308YQF	lung embryo (101 day)
BSS01187	Lung	lung_embryo_(112_days)		LUNG			embryonic	112	day	unknown/mixed	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO307OVZ	lung embryo (112 days)
BSS01188	Lung	lung_embryo_(67_days)		LUNG			embryonic	67	day	unknown/mixed	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO936EIF	lung embryo (67 days)
BSS01189	Lung	lung_embryo_(80_days)_and_male_embryo_(76_days)		LUNG			embryonic	80,76	day	male	tissue	#D9D2E9	Tissue	ENCODE (New)	ENCDO647EYG,ENCDO662IIE	lung embryo (80 days) and male embryo (76 days)
BSS01190	Lung	lung_female_adult_(30_years)		LUNG			adult	30	year	female	tissue	#D9D2E9	Tissue	Roadmap 2015	ENCDO424HVB	lung female adult (30 years)
BSS01192	Lung	lung_female_embryo_(108_days)		LUNG			embryonic	108	day	female	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO440SUR	lung female embryo (108 days)
BSS01193	Lung	lung_female_embryo_(120_days)		LUNG			embryonic	120	day	female	tissue	#D9D2E9	Tissue	Roadmap 2015	ENCDO670CKN	lung female embryo (120 days)
BSS01195	Lung	lung_female_embryo_(76_days)		LUNG			embryonic	76	day	female	tissue	#D9D2E9	Tissue	ENCODE (New)	ENCDO237NAG	lung female embryo (76 days)
BSS01196	Lung	lung_female_embryo_(82_days)		LUNG			embryonic	82	day	female	tissue	#D9D2E9	Tissue	Roadmap 2015	ENCDO058TGV	lung female embryo (82 days)
BSS01197	Lung	lung_female_embryo_(85_days)		LUNG			embryonic	85	day	female	tissue	#D9D2E9	Tissue	Roadmap 2015	ENCDO316SVQ	lung female embryo (85 days)
BSS01198	Lung	lung_female_embryo_(96_days)		LUNG			embryonic	96	day	female	tissue	#D9D2E9	Tissue	Roadmap 2015	ENCDO370HUJ	lung female embryo (96 days)
BSS01199	Lung	lung_male_adult_(27_years)_and_male_adult_(35_years)		LUNG			adult	27	year	male	tissue	#D9D2E9	Tissue	ENCODE (New)	NA	NA
BSS01201	Lung	lung_male_child_(3_years)		LUNG			child	3	year	male	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO478OMA	lung male child (3 years)
BSS01202	Lung	lung_male_embryo_(103_days)		LUNG			embryonic	103	day	male	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO430ZSC	lung male embryo (103 days)
BSS01203	Lung	lung_male_embryo_(108_days)		LUNG			embryonic	108	day	male	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO177SBN	lung male embryo (108 days)
BSS01204	Lung	lung_male_embryo_(54_days)_and_male_embryo_(58_days)		LUNG			embryonic	58,54	day	male	tissue	#D9D2E9	Tissue	ENCODE (New)	ENCDO384TLP,ENCDO652XOU	lung male embryo (54 days) and male embryo (58 days)
BSS01205	Lung	lung_male_embryo_(82_days)		LUNG			embryonic	82	day	male	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO023VAX	lung male embryo (82 days)
BSS01206	Endothelial	lung_microvascular_endothelial_cell_female	Lung	LUNG MICROVASCULAR ENDOTHELIAL CELL			unknown/mixed	unknown		female	primary cell	#FFCA0C	Primary Cell	ENCODE (New)	ENCDO237AAA,ENCDO238AAA	lung microvascular endothelial cell female
BSS01208	Cancer	M059J	Brain	GLIOBLASTOMA			adult	33	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO000ACY	M059J
BSS01209	Epithelial	mammary_epithelial_cell_female		MAMMARY EPITHELIAL CELL			unknown/mixed	unknown		female	primary cell	#FF9D0C	Primary Cell	ENCODE 2012	ENCDO343AAA	mammary epithelial cell female
BSS01211	Epithelial	mammary_epithelial_cell_female_adult_(18_years)		MAMMARY EPITHELIAL CELL			adult	18	year	female	primary cell	#FF9D0C	Primary Cell	Roadmap 2015	ENCDO147MBH	mammary epithelial cell female adult (18 years)
BSS01213	Epithelial	mammary_epithelial_cell_female_adult_(50_years)		MAMMARY EPITHELIAL CELL			adult	50	year	female	primary cell	#FF9D0C	Primary Cell	ENCODE 2012	ENCDO830BUW	mammary epithelial cell female adult (50 years)
BSS01216	Other	mammary_stem_cell		MAMMARY STEM CELL			adult	33	year	female	primary cell	#999999	Other	Roadmap (New)	ENCDO819SJC	mammary stem cell
BSS01217	Epithelial	MCF_10A		BREAST EPITHELIAL CELL			adult	36	year	female	cell line	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO000AAP	MCF 10A
BSS01223	Epithelial	MCF_10A_originated_from_MCF_10A_treated_with_1_mM_afimoxifene_for_36_hours		BREAST EPITHELIAL CELL	MCF_10A_originated_from_MCF_10A	1_mM_afimoxifene_for_36_hours	unknown/mixed			unknown/mixed	cell line	#FF9D0C	Primary Cell	ENCODE (New)	NA	NA
BSS01224	Epithelial	MCF_10A_treated_with_1_mM_tamoxifen_for_24_hours		BREAST EPITHELIAL CELL	MCF_10A	1_mM_tamoxifen_for_24_hours	adult	36	year	female	cell line	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO000AAP	MCF 10A treated with 1 μM tamoxifen for 24 hours
BSS01225	Epithelial	MCF_10A_treated_with_1_mM_tamoxifen_for_6_hours		BREAST EPITHELIAL CELL	MCF_10A	1_mM_tamoxifen_for_6_hours	adult	36	year	female	cell line	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO000AAP	MCF 10A treated with 1 μM tamoxifen for 6 hours
BSS01226	Cancer	MCF-7	Other	MAMMARY GLAND ADENOCARCINOMA			adult	69	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAE	MCF-7
BSS01235	Cancer	MCF-7_originated_from_MCF-7	Other	MAMMARY GLAND ADENOCARCINOMA			adult	69	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAE	MCF-7 originated from MCF-7
BSS01240	Cancer	MCF-7_treated_with_10_mM_lactate_for_24_hours	Other	MAMMARY GLAND ADENOCARCINOMA	MCF-7	10_mM_lactate_for_24_hours	adult	69	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAE	MCF-7 treated with 10 mM lactate for 24 hours
BSS01242	Cancer	MCF-7_treated_with_100_nM_17b-estradiol_for_45_minutes	Other	MAMMARY GLAND ADENOCARCINOMA	MCF-7	100_nM_17b-estradiol_for_45_minutes	unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS01243	Cancer	MCF-7_treated_with_100_nM_estradiol_for_1_hour	Other	MAMMARY GLAND ADENOCARCINOMA	MCF-7	100_nM_estradiol_for_1_hour	adult	69	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAE	MCF-7 treated with 100 nM estradiol for 1 hour
BSS01244	Cancer	MCF-7_treated_with_CTCF_shRNA_knockdown	Other	MAMMARY GLAND ADENOCARCINOMA	MCF-7	CTCF_shRNA_knockdown	adult	69	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAE	MCF-7 treated with CTCF shRNA knockdown
BSS01246	Cancer	MCF-7_treated_with_serum_starved_media	Other	MAMMARY GLAND ADENOCARCINOMA	MCF-7	serum_starved_media	unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS01247	Cancer	MCF-7_treated_with_serum_stimulated_media	Other	MAMMARY GLAND ADENOCARCINOMA	MCF-7	serum_stimulated_media	unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS01248	Cancer	MCF-7_treated_with_vehicle	Other	MAMMARY GLAND ADENOCARCINOMA	MCF-7	vehicle	unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS01250	Brain	medulla_oblongata_male_adult_(78_years)_and_male_adult_(84_years)		MEDULLA OBLONGATA			adult	84,78	year	male	tissue	#C5912B	Neural	ENCODE (New)	ENCDO240JUB,ENCDO317XRR	medulla oblongata male adult (78 years) and male adult (84 years)
BSS01251	Cancer	medulloblastoma	Brain	MEDULLOBLASTOMA			child	2,3	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO000ACZ,ENCDO000ADA	medulloblastoma
BSS01260	Mesench	mesenchymal_stem_cell_originated_from_adipose_tissue		MESENCHYMAL STEM CELL			adult	41,59,unknown	year	female	in vitro differentiated cells	#B65C73	Tissue	Roadmap 2015	ENCDO477HWZ,ENCDO535TMW,ENCDO608RNO	mesenchymal stem cell originated from adipose tissue
BSS01261	ES-deriv	mesenchymal_stem_cell_originated_from_H1-hESC	Mesench	MESENCHYMAL STEM DERIV			embryonic	unknown		male	in vitro differentiated cells	#4178AE	Stem-like	Roadmap 2015	ENCDO000AAW	mesenchymal stem cell originated from H1-hESC
BSS01263	ES-deriv	mesendoderm_originated_from_H1-hESC		MESENDODERM DERIV			embryonic	unknown		male	in vitro differentiated cells	#4178AE	Stem-like	Roadmap 2015	ENCDO000AAW	mesendoderm originated from H1-hESC
BSS01264	ES-deriv	mesodermal_cell_originated_from_HUES64		MESODERMAL DERIV			embryonic	unknown		male	in vitro differentiated cells	#4178AE	Stem-like	Roadmap 2015	ENCDO424FTP	mesodermal cell originated from HUES64
BSS01267	Cancer	MG63	Bone	OSTEOSARCOMA			child	14	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO987OSE	MG63
BSS01270	Brain	midbrain_male_adult_(78_years)_and_male_adult_(84_years)		MIDBRAIN			adult	78,84	year	male	tissue	#C5912B	Neural	ENCODE (New)	ENCDO240JUB,ENCDO317XRR	midbrain male adult (78 years) and male adult (84 years)
BSS01271	Brain	middle_frontal_area_46_female_adult_(75_years)		MIDDLE FRONTAL AREA			adult	75	year	female	tissue	#C5912B	Neural	Roadmap 2015	ENCDO871IWW	middle frontal area 46 female adult (75 years)
BSS01272	Brain	middle_frontal_area_46_male_adult_(81_year)		MIDDLE FRONTAL AREA			adult	81	year	male	tissue	#C5912B	Neural	Roadmap 2015	ENCDO980BZD	middle frontal area 46 male adult (81 year)
BSS01273	Brain	middle_frontal_gyrus_male_adult_(78_years)		MIDDLE FRONTAL GYRUS			adult	78	year	male	tissue	#C5912B	Neural	ENCODE (New)	ENCDO317XRR	middle frontal gyrus male adult (78 years)
BSS01274	Cancer	MM.1S	HSC & B-cell	MYELOMA			adult	42	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO697GBW	MM.1S
BSS01279	Blood & T-cell	mononuclear_cell_male		MONONUCLEAR CELL			unknown/mixed	unknown		male	primary cell	#678C69	Immune	ENCODE (New)	ENCDO274AAA	mononuclear cell male
BSS01282	Digestive	mucosa_of_rectum_female_adult_(50_years)		RECTUM MUCOSA			adult	50	year	female	tissue	#C58DAA	Tissue	Roadmap 2015	ENCDO654NKH	mucosa of rectum female adult (50 years)
BSS01283	Digestive	mucosa_of_rectum_female_adult_(61_year)		RECTUM MUCOSA			adult	61	year	female	tissue	#C58DAA	Tissue	Roadmap 2015	ENCDO896AXO	mucosa of rectum female adult (61 year)
BSS01284	Digestive	mucosa_of_stomach_male_adult_(59_years)		STOMACH MUCOSA			adult	59	year	male	tissue	#C58DAA	Tissue	Roadmap 2015	ENCDO895TFL	mucosa of stomach male adult (59 years)
BSS01285	Sm. Muscle	muscle_layer_of_colon_female_adult_(56_years)	Digestive	COLON MUSCLE			adult	56	year	female	tissue	#F182BC	Tissue	Roadmap 2015	ENCDO266YSK	muscle layer of colon female adult (56 years)
BSS01286	Sm. Muscle	muscle_layer_of_colon_female_adult_(77_years)	Digestive	COLON MUSCLE			adult	77	year	female	tissue	#F182BC	Tissue	Roadmap 2015	ENCDO731PNE	muscle layer of colon female adult (77 years)
BSS01287	Sm. Muscle	muscle_layer_of_duodenum_male_adult_(59_years)	Digestive	DUODENUM MUSCLE			adult	59	year	male	tissue	#F182BC	Tissue	Roadmap 2015	ENCDO858AJQ	muscle layer of duodenum male adult (59 years)
BSS01288	Sm. Muscle	muscle_layer_of_duodenum_male_adult_(73_years)	Digestive	DUODENUM MUSCLE			adult	73	year	male	tissue	#F182BC	Tissue	Roadmap 2015	ENCDO024FMB	muscle layer of duodenum male adult (73 years)
BSS01289	Muscle	muscle_of_arm_embryo_(101_day)		ARM MUSCLE			embryonic	101	day	unknown/mixed	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO072LQF	muscle of arm embryo (101 day)
BSS01290	Muscle	muscle_of_arm_female_embryo_(105_days)		ARM MUSCLE			embryonic	105	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO766MZV	muscle of arm female embryo (105 days)
BSS01291	Muscle	muscle_of_arm_female_embryo_(115_days)		ARM MUSCLE			embryonic	115	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO594VTA	muscle of arm female embryo (115 days)
BSS01292	Muscle	muscle_of_arm_female_embryo_(120_days)		ARM MUSCLE			embryonic	120	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO555CMC	muscle of arm female embryo (120 days)
BSS01293	Muscle	muscle_of_arm_female_embryo_(85_days)		ARM MUSCLE			embryonic	85	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO527XLA	muscle of arm female embryo (85 days)
BSS01294	Muscle	muscle_of_arm_female_embryo_(98_days)		ARM MUSCLE			embryonic	98	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO837QWL	muscle of arm female embryo (98 days)
BSS01295	Muscle	muscle_of_arm_male_embryo_(101_day)		ARM MUSCLE			embryonic	101	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO148CGW	muscle of arm male embryo (101 day)
BSS01296	Muscle	muscle_of_arm_male_embryo_(104_days)		ARM MUSCLE			embryonic	104	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO024JHT	muscle of arm male embryo (104 days)
BSS01297	Muscle	muscle_of_arm_male_embryo_(105_days)		ARM MUSCLE			embryonic	105	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO171HMD	muscle of arm male embryo (105 days)
BSS01298	Muscle	muscle_of_arm_male_embryo_(113_days)		ARM MUSCLE			embryonic	113	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO204QQF	muscle of arm male embryo (113 days)
BSS01299	Muscle	muscle_of_arm_male_embryo_(115_days)		ARM MUSCLE			embryonic	115	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO999JZG	muscle of arm male embryo (115 days)
BSS01300	Muscle	muscle_of_arm_male_embryo_(120_days)		ARM MUSCLE			embryonic	120	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO249ZDZ	muscle of arm male embryo (120 days)
BSS01301	Muscle	muscle_of_arm_male_embryo_(127_days)		ARM MUSCLE			embryonic	127	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO859GXV	muscle of arm male embryo (127 days)
BSS01303	Muscle	muscle_of_arm_male_embryo_(96_days)		ARM MUSCLE			embryonic	96	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO220PYT,ENCDO817EKT	muscle of arm male embryo (96 days)
BSS01304	Muscle	muscle_of_arm_male_embryo_(97_days)		ARM MUSCLE			embryonic	97	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO576LXR,ENCDO597UXW	muscle of arm male embryo (97 days)
BSS01305	Muscle	muscle_of_back_female_embryo_(105_days)		BACK MUSCLE			embryonic	105	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO766MZV,ENCDO863KZW	muscle of back female embryo (105 days)
BSS01306	Muscle	muscle_of_back_female_embryo_(113_days)		BACK MUSCLE			embryonic	113	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO676JUB	muscle of back female embryo (113 days)
BSS01307	Muscle	muscle_of_back_female_embryo_(115_days)		BACK MUSCLE			embryonic	115	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO594VTA	muscle of back female embryo (115 days)
BSS01308	Muscle	muscle_of_back_female_embryo_(85_days)		BACK MUSCLE			embryonic	85	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO527XLA	muscle of back female embryo (85 days)
BSS01309	Muscle	muscle_of_back_female_embryo_(98_days)		BACK MUSCLE			embryonic	98	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO837QWL	muscle of back female embryo (98 days)
BSS01310	Muscle	muscle_of_back_male_embryo_(101_day)		BACK MUSCLE			embryonic	101	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO148CGW	muscle of back male embryo (101 day)
BSS01311	Muscle	muscle_of_back_male_embryo_(104_days)		BACK MUSCLE			embryonic	104	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO024JHT	muscle of back male embryo (104 days)
BSS01312	Muscle	muscle_of_back_male_embryo_(105_days)		BACK MUSCLE			embryonic	105	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO171HMD	muscle of back male embryo (105 days)
BSS01313	Muscle	muscle_of_back_male_embryo_(108_days)		BACK MUSCLE			embryonic	108	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO119ASK	muscle of back male embryo (108 days)
BSS01314	Muscle	muscle_of_back_male_embryo_(127_days)		BACK MUSCLE			embryonic	127	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO859GXV	muscle of back male embryo (127 days)
BSS01315	Muscle	muscle_of_back_male_embryo_(91_day)		BACK MUSCLE			embryonic	91	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO375VTO	muscle of back male embryo (91 day)
BSS01316	Muscle	muscle_of_back_male_embryo_(96_days)		BACK MUSCLE			embryonic	96	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO220PYT,ENCDO817EKT	muscle of back male embryo (96 days)
BSS01317	Muscle	muscle_of_back_male_embryo_(97_days)		BACK MUSCLE			embryonic	97	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO597UXW	muscle of back male embryo (97 days)
BSS01318	Muscle	muscle_of_leg_female_embryo_(105_days)		LEG MUSCLE			embryonic	105	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO863KZW	muscle of leg female embryo (105 days)
BSS01319	Muscle	muscle_of_leg_female_embryo_(110_days)		LEG MUSCLE			embryonic	110	day	female	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO711IWZ	muscle of leg female embryo (110 days)
BSS01320	Muscle	muscle_of_leg_female_embryo_(113_days)		LEG MUSCLE			embryonic	113	day	female	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO676JUB	muscle of leg female embryo (113 days)
BSS01321	Muscle	muscle_of_leg_female_embryo_(115_days)		LEG MUSCLE			embryonic	115	day	female	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO594VTA	muscle of leg female embryo (115 days)
BSS01322	Muscle	muscle_of_leg_female_embryo_(85_days)		LEG MUSCLE			embryonic	85	day	female	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO527XLA	muscle of leg female embryo (85 days)
BSS01323	Muscle	muscle_of_leg_male_embryo_(101_day)		LEG MUSCLE			embryonic	101	day	male	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO148CGW	muscle of leg male embryo (101 day)
BSS01324	Muscle	muscle_of_leg_male_embryo_(104_days)		LEG MUSCLE			embryonic	104	day	male	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO024JHT	muscle of leg male embryo (104 days)
BSS01325	Muscle	muscle_of_leg_male_embryo_(105_days)		LEG MUSCLE			embryonic	105	day	male	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO171HMD	muscle of leg male embryo (105 days)
BSS01327	Muscle	muscle_of_leg_male_embryo_(115_days)		LEG MUSCLE			embryonic	115	day	male	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO999JZG	muscle of leg male embryo (115 days)
BSS01328	Muscle	muscle_of_leg_male_embryo_(127_days)		LEG MUSCLE			embryonic	127	day	male	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO859GXV	muscle of leg male embryo (127 days)
BSS01329	Muscle	muscle_of_leg_male_embryo_(96_days)		LEG MUSCLE			embryonic	96	day	male	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO220PYT,ENCDO817EKT	muscle of leg male embryo (96 days)
BSS01330	Muscle	muscle_of_leg_male_embryo_(97_days)		LEG MUSCLE			embryonic	97	day	male	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO576LXR,ENCDO597UXW	muscle of leg male embryo (97 days)
BSS01331	Muscle	muscle_of_trunk_female_embryo_(113_days)		TRUNK MUSCLE			embryonic	113	day	female	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO676JUB	muscle of trunk female embryo (113 days)
BSS01332	Muscle	muscle_of_trunk_female_embryo_(115_days)		TRUNK MUSCLE			embryonic	115	day	female	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO708NQU	muscle of trunk female embryo (115 days)
BSS01333	Muscle	muscle_of_trunk_female_embryo_(120_days)		TRUNK MUSCLE			embryonic	120	day	female	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO555CMC	muscle of trunk female embryo (120 days)
BSS01334	Muscle	muscle_of_trunk_female_embryo_(121_day)		TRUNK MUSCLE			embryonic	121	day	female	tissue	#C2655D	Tissue	Roadmap 2015	ENCDO920LST	muscle of trunk female embryo (121 day)
BSS01338	Myosat	myocyte_originated_from_LHCN-M2		MYOCYTE			adult	41	year	male	in vitro differentiated cells	#E67326	Tissue	ENCODE (New)	ENCDO000ACW	myocyte originated from LHCN-M2
BSS01340	Epithelial	myoepithelial_cell_of_mammary_gland_female_adult_(33_years)		MAMMARY MYOEPITHELIAL CELL			adult	33	year	female	primary cell	#FF9D0C	Primary Cell	Roadmap 2015	ENCDO819SJC	myoepithelial cell of mammary gland female adult (33 years)
BSS01341	Epithelial	myoepithelial_cell_of_mammary_gland_female_adult_(36_years)		MAMMARY MYOEPITHELIAL CELL			adult	36	year	female	primary cell	#FF9D0C	Primary Cell	Roadmap 2015	ENCDO261FUX	myoepithelial cell of mammary gland female adult (36 years)
BSS01344	Myosat	myotube_originated_from_skeletal_muscle_myoblast		MYOTUBE			adult	22	year	male	in vitro differentiated cells	#E67326	Tissue	ENCODE 2012	ENCDO094AAA,ENCDO341XKY	myotube originated from skeletal muscle myoblast
BSS01345	HSC & B-cell	naive_B_cell		B CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#55A354	Immune	ENCODE (New)	ENCDO270AAA	naive B cell
BSS01346	Blood & T-cell	naive_thymus-derived_CD4-positive,_alpha-beta_T_cell		NAIVE T CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#678C69	Immune	Roadmap 2015	ENCDO173AAA,ENCDO194EHQ,ENCDO688UWB,ENCDO779YRY,ENCDO922CEJ	naive thymus-derived CD4-positive, alpha-beta T cell
BSS01347	Blood & T-cell	naive_thymus-derived_CD4-positive,_alpha-beta_T_cell_female_adult_(35_years)		NAIVE T CELL			adult	35	year	female	primary cell	#678C69	Immune	ENCODE (New)	ENCDO178AAA	naive thymus-derived CD4-positive, alpha-beta T cell female adult (35 years)
BSS01348	Blood & T-cell	naive_thymus-derived_CD4-positive,_alpha-beta_T_cell_male_adult_(26_years)		NAIVE T CELL			adult	26	year	male	primary cell	#678C69	Immune	ENCODE (New)	ENCDO177AAA	naive thymus-derived CD4-positive, alpha-beta T cell male adult (26 years)
BSS01350	Cancer	NAMALWA	HSC & B-cell	BURKITT LYMPHOMA			child	3	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO993XLR	NAMALWA
BSS01351	Cancer	NAMALWA_treated_with_Sendai_virus_for_2_hours	HSC & B-cell	BURKITT LYMPHOMA	NAMALWA	Sendai_virus_for_2_hours	child	3	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO993XLR	NAMALWA treated with Sendai virus for 2 hours
BSS01353	HSC & B-cell	natural_killer_cell_female_adult_(34_years)		NK CELL			adult	34	year	female	primary cell	#55A354	Immune	Roadmap (New)	ENCDO579CCQ	natural killer cell female adult (34 years)
BSS01354	HSC & B-cell	natural_killer_cell_male_adult_(21_year)		NK CELL			adult	21	year	male	primary cell	#55A354	Immune	Roadmap 2015	ENCDO190HXC	natural killer cell male adult (21 year)
BSS01355	HSC & B-cell	natural_killer_cell_male_adult_(37_years)		NK CELL			adult	37	year	male	primary cell	#55A354	Immune	Roadmap 2015	ENCDO028NGF	natural killer cell male adult (37 years)
BSS01356	Cancer	NB4	HSC & B-cell	ACUTE PROMYELOCYTIC LEUKEMIA			adult	23	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000ADG	NB4
BSS01359	Cancer	NCI-H226	Lung	SQUAMOUS CELL CARCINOMA			adult	unknown		male	cell line	#000000	Other	ENCODE (New)	ENCDO337XRW	NCI-H226
BSS01360	Cancer	NCI-H460	Lung	LARGE CELL LUNG CANCER			unknown/mixed	unknown		male	cell line	#000000	Other	ENCODE (New)	ENCDO267PTG	NCI-H460
BSS01365	Cancer	NCI-H929	HSC & B-cell	MYELOMA			adult	62	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO220OYR	NCI-H929
BSS01366	ES-deriv	neural_cell_originated_from_H1-hESC	Brain	NEURAL DERIV			embryonic	unknown		male	in vitro differentiated cells	#4178AE	Stem-like	ENCODE (New)	ENCDO000AAW	neural cell originated from H1-hESC
BSS01370	ES-deriv	neural_progenitor_cell_originated_from_H9	Brain	NEURAL PROGENITOR DERIV			embryonic	5	day	female	in vitro differentiated cells	#4178AE	Stem-like	ENCODE (New)	ENCDO222AAA	neural progenitor cell originated from H9
BSS01371	ES-deriv	neural_stem_progenitor_cell_originated_from_H1-hESC	Brain	NEURAL PROGENITOR DERIV			embryonic	unknown		male	in vitro differentiated cells	#4178AE	Stem-like	Roadmap 2015	ENCDO000AAW	neural stem progenitor cell originated from H1-hESC
BSS01372	ES-deriv	neural_stem_progenitor_cell_originated_from_H9	Brain	NEURAL PROGENITOR DERIV			embryonic	5	day	female	in vitro differentiated cells	#4178AE	Stem-like	Roadmap 2015	ENCDO222AAA	neural stem progenitor cell originated from H9
